Season	Episode	AirDate	Viewers	Product	Deal	GotDeal	Asking	DealTerms	Sharks	Investors
5	9	2013-11-15	6.48	doorbot	NO	NO	$700,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	9	2013-11-15	6.48	magic moments	NO	NO	$500,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	9	2013-11-15	6.48	slawsa	NO	NO	$150,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	9	2013-11-15	6.48	surprise ride	NO	NO	$110,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	10	2013-11-22	7.06	chocomize	NO	NO	$500,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	10	2013-11-22	7.06	grace and lace	YES	YES	$175,000 for 10%	$87,500 for 10%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Barbara Corcoran
5	10	2013-11-22	7.06	pursecase	YES	YES	$55,000 for 12%	$55,000 for 15%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
5	10	2013-11-22	7.06	yubo	YES	YES	$150,000 for 15%	$150,000 for 20%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary, Robert Herjavec
5	11	2013-12-06	7.55	de-boned baby back rib steak	YES	YES	$300,000 for 50%	$300,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John
5	11	2013-12-06	7.55	fohawx	NO	NO	$150,000 for 30%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
5	11	2013-12-06	7.55	spirithoods	NO	NO	$450,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
5	11	2013-12-06	7.55	virtuix omni	NO	NO	$2,000,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
5	12	2013-12-13	7.17	cashmere hair	NO	NO	$45,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	12	2013-12-13	7.17	hanukkah tree topper	YES	YES	$50,000 for 15%	$50,000 for 35%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
5	12	2013-12-13	7.17	lite-netics	NO	NO	$125,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	12	2013-12-13	7.17	tipsy elves	YES	YES	$100,000 for 5%	$100,000 for 10%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
5	13	2014-01-10	7.36	bounce boot camp	NO	NO	$20,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	13	2014-01-10	7.36	eyebloc	NO	NO	$50,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	13	2014-01-10	7.36	groovebook	YES	YES	$150,000 for 20%	$150,000 for 80%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary, Mark Cuban
5	13	2014-01-10	7.36	the wall doctorx	YES	YES	$450,000 for 10%	$150,000 for 0%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
5	14	2014-01-17	7.44	alaska glacial mud co.	NO	NO	$100,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	14	2014-01-17	7.44	balloon distractions	NO	NO	$250,000 for 50%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	14	2014-01-17	7.44	invisiplug	YES	YES	$125,000 for 10%	$125,000 for 10%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
5	14	2014-01-17	7.44	lockerbones	YES	YES	$175,000 for 10%	$175,000 for 50%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner, Robert Herjavec
5	15	2014-01-24	8.18	fitdeck	NO	NO	$300,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	15	2014-01-24	8.18	freshly picked	YES	YES	$150,000 for 10%	$150,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
5	15	2014-01-24	8.18	lifecaps	NO	NO	$200,000 for 30%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	15	2014-01-24	8.18	swimzip	YES	YES	$60,000 for 5%	$60,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
5	16	2014-01-31	7.49	cow wow cereal milk	NO	NO	$250,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Steve Tisch	NA
5	16	2014-01-31	7.49	cycloramic	YES	YES	$90,000 for 5%	$500,000 for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Steve Tisch	Lori Greiner, Mark Cuban
5	16	2014-01-31	7.49	nexersys	NO	NO	$2,000,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Steve Tisch	NA
5	16	2014-01-31	7.49	the cookie dough cafe	YES	YES	$50,000 for 20%	$100,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Steve Tisch	Lori Greiner, Steve Tisch
5	17	2014-02-21	6.21	ddp yoga	NO	NO	$200,000 for 5%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
5	17	2014-02-21	6.21	moberi	NO	NO	$50,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
5	17	2014-02-21	6.21	southern culture artisan foods	YES	YES	$100,000 for 25%	$100,000 for 38%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
5	17	2014-02-21	6.21	spy escape and evasion	YES	YES	$100,000 for 15%	$150,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John
5	18	2014-02-28	7.79	bambooee	YES	YES	$200,000 for 10%	$200,000 for 10%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
5	18	2014-02-28	7.79	buzzy4shots	NO	NO	$500,000 for 5%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	18	2014-02-28	7.79	cheek'd	NO	NO	$100,000 for 10%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	18	2014-02-28	7.79	zipit	NO	NO	$75,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	19	2014-03-07	7.69	revolights	YES	YES	$150,000 for 10%	$300,000 for 10%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
5	19	2014-03-07	7.69	squeeky knees	NO	NO	$80,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	19	2014-03-07	7.69	the buffer bit	NO	NO	$75,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	19	2014-03-07	7.69	u-lace	YES	YES	$200,000 for 25%	$200,000 for 35%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
5	20	2014-03-14	7.49	boo boo goo	YES	YES	$100,000 for 17.50%	$100,000 for 25%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
5	20	2014-03-14	7.49	define bottle	NO	NO	$100,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	20	2014-03-14	7.49	henry's humdingers	YES	YES	$150,000 for 25%	$300,000 for 75%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec, Mark Cuban
5	20	2014-03-14	7.49	iretron	YES	YES	$100,000 for 20%	$100,000 for 20%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Barbara Corcoran, Mark Cuban
5	21	2014-03-21	8.29	chapul	YES	YES	$50,000 for 5%	$50,000 for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
5	21	2014-03-21	8.29	garage door lock	YES	YES	$275,000 for 30%	$275,000 for 35%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Daymond John
5	21	2014-03-21	8.29	morninghead	NO	NO	$25,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
5	21	2014-03-21	8.29	packback books	YES	YES	$200,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
5	22	2014-04-04	7.49	kodiak cakes	NO	NO	$500,000 for 10%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	22	2014-04-04	7.49	monkey mat	YES	YES	$100,000 for 30%	$100,000 for 35%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner, Mark Cuban
5	22	2014-04-04	7.49	plated	YES	YES	$500,000 for 4%	$500,000 for 5.56%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
5	22	2014-04-04	7.49	the paint brush cover	YES	YES	$50,000 for 10%	$100,000 for 20%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
5	23	2014-04-10	6.85	happy feet	YES	YES	$375,000 for 15%	$375,000 for 25%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
5	23	2014-04-10	6.85	hold your haunches	YES	YES	$75,000 for 20%	$100,000 for 40%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner, Barbara Corcoran
5	23	2014-04-10	6.85	lord nut levington	NO	NO	$500,000 for 30%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	23	2014-04-10	6.85	velocity signs	YES	YES	$225,000 for 15%	$225,000 for 30%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec, Mark Cuban, Kevin O'Leary
5	24	2014-04-11	6.95	fun time express	YES	YES	$125,000 for 20%	$125,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner, Kevin O'Leary
5	24	2014-04-11	6.95	powerpot	YES	YES	$250,000 for 10%	$250,000 for 12%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
5	24	2014-04-11	6.95	quickstop fire sprinkler tools	NO	NO	$150,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	24	2014-04-11	6.95	taylor robinson music	NO	NO	$100,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	25	2014-04-18	6.77	fort magic	NO	NO	$75,000 for 15%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	25	2014-04-18	6.77	ilumi	YES	YES	$350,000 for 15%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	25	2014-04-18	6.77	intelli-stopper technology	NO	NO	$250,000 for 10%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	25	2014-04-18	6.77	zoobean	YES	YES	$250,000 for 15%	$250,000 for 30%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
5	26	2014-04-25	7.11	cerebral success	YES	YES	$75,000 for 20%	$75,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Barbara Corcoran
5	26	2014-04-25	7.11	crio	NO	NO	$1,000,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
5	26	2014-04-25	7.11	mo's bows	NO	NO	$50,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
5	26	2014-04-25	7.11	rugged maniac	YES	YES	$1,000,000 for 10%	$1,750,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
5	27	2014-05-02	8.33	angellift	YES	YES	$1,000,000 for 10%	$500,000 for 15%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
5	27	2014-05-02	8.33	hangease	YES	YES	$80,000 for 30%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	27	2014-05-02	8.33	susty party	NO	NO	$250,000 for 10%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	27	2014-05-02	8.33	the bouqs company	NO	NO	$258,000 for 50%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	28	2014-05-09	7.4	bon affair	YES	YES	$150,000 for 35%	$150,000 for 35%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Mark Cuban
5	28	2014-05-09	7.4	cinnaholic	YES	YES	$200,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
5	28	2014-05-09	7.4	hargitt marine services	NO	NO	$250,000 for 25%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	NA
5	28	2014-05-09	7.4	oru kayak	YES	YES	$500,000 for 12%	$500,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec	Robert Herjavec
5	29	2014-05-16	6.74	baker's edge	NO	NO	$400,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
5	29	2014-05-16	6.74	bzbox	YES	YES	$50,000 for 20%	$50,000 for 40%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
5	29	2014-05-16	6.74	foot fairy	YES	YES	$75,000 for 15%	$100,000 for 40%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
5	29	2014-05-16	6.74	tie-not	NO	NO	$125,000 for 10%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	1	2014-09-26	7.45	amber	NO	NO	$200,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	1	2014-09-26	7.45	bombas	YES	YES	$200,000 for 5%	$200,000 for 18%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
6	1	2014-09-26	7.45	hammer & nails	NO	NO	$200,000  20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	1	2014-09-26	7.45	sleeping baby	YES	YES	$200,000 for 10%	$200,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
6	2	2014-09-26	7.45	kronos	YES	YES	$150,000 for 15%	$150,000 for 30%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
6	2	2014-09-26	7.45	roominate	YES	YES	$500,000 for 5%	$500,000 for 5%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner, Mark Cuban
6	2	2014-09-26	7.45	the floating mug co.	NO	NO	$75,000 for 15%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	2	2014-09-26	7.45	wedding wagon	NO	NO	$125,000 for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	3	2014-10-03	7.29	drumpants	NO	NO	$150,000 for 5%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	3	2014-10-03	7.29	heart pup	YES	YES	$25,000 for 10%	$50,000 for 40%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
6	3	2014-10-03	7.29	ninja cards	NO	NO	$60,000 for 30%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	3	2014-10-03	7.29	soapsox	NO	NO	$260,000 for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	4	2014-10-10	7.34	funcakes rental	NO	NO	$285,000 for 25%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	4	2014-10-10	7.34	paper box pilots	YES	YES	$35,000 for 25%	$35,000 for 50%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
6	4	2014-10-10	7.34	reviver	YES	YES	$150,000 for 5%	$150,000 for 15%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
6	4	2014-10-10	7.34	table jacks	NO	NO	$100,000 for 25%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	5	2014-10-17	7.32	jungle jumparoo	NO	NO	$100,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	5	2014-10-17	7.32	sunstaches	YES	YES	$300,000 for 5%	$300,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
6	5	2014-10-17	7.32	the caddy girls	NO	NO	$100,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	5	2014-10-17	7.32	the red dress boutique	YES	YES	$600,000 for 5%	$1,200,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec, Mark Cuban
6	6	2014-10-24	6.89	beatbox beverages	YES	YES	$200,000 for 10%	$600,000 for 33%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
6	6	2014-10-24	6.89	emergensee	NO	NO	$250,000 for 10%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	6	2014-10-24	6.89	honeyfund	YES	YES	$400,000 for 10%	$400,000 for	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
6	6	2014-10-24	6.89	oilerie usa	NO	NO	$500,000 for 35%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	7	2014-10-31	7.8	beardbrand	NO	NO	$400,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	7	2014-10-31	7.8	myself belts	YES	YES	$60,000 for 10%	$75,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
6	7	2014-10-31	7.8	singtrix	NO	NO	$1,500,000 for 5%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	7	2014-10-31	7.8	titin	YES	YES	$500,000 for 5%	$500,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
6	8	2014-11-07	7.8	bottle breacher	YES	YES	$150,000 for 10%	$150,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban, Kevin O'Leary
6	8	2014-11-07	7.8	man-pack	NO	NO	$200,000 for 29%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	8	2014-11-07	7.8	priority one canine	NO	NO	$75,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	8	2014-11-07	7.8	the natural grip	YES	YES	$100,000 for 20%	$125,000 for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
6	9	2014-11-14	7.63	heidi ho	YES	YES	$125,000 for 20%	$125,000 for 30%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
6	9	2014-11-14	7.63	pipsnacks	YES	YES	$200,000 for 10%	$200,000 for 10%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Barbara Corcoran
6	9	2014-11-14	7.63	squatty potty	YES	YES	$350,000 for 5%	$350,000 for 10%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
6	9	2014-11-14	7.63	storm stoppers	NO	NO	$100,000 for 10%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	10	2014-11-21	7.91	earth log	YES	YES	$160,000 for 20%	$160,000 for 35%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Nick Woodman	Lori Greiner
6	10	2014-11-21	7.91	kitchen safe	YES	YES	$100,000 for 5%	$100,000 for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Nick Woodman	Lori Greiner, Nick Woodman
6	10	2014-11-21	7.91	magiccook	YES	YES	$100,000 for 20%	$100,000 for 33%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Nick Woodman	Daymond John
6	10	2014-11-21	7.91	off the cob	NO	NO	$100,000 for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Nick Woodman	NA
6	11	2014-12-05	7.22	biaggi	YES	YES	$500,000 for 30%	$500,000 for 33%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
6	11	2014-12-05	7.22	gameday couture	YES	YES	$500,000 for 20%	$500,000 for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
6	11	2014-12-05	7.22	swag essentials	NO	NO	$125,000 for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
6	11	2014-12-05	7.22	zipz	YES	YES	$2,500,000 for 10%	$2,500,000 for 10%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
