Season	Episode	AirDate	Viewers	Product	Deal	GotDeal	Asking	DealTerms	Sharks	Investors
7	23	2016-04-08	5.42	coolbox	YES	YES	$500k for 10.00%	$500k Line of Credit @ 5% for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
7	23	2016-04-08	5.42	nophone	NO	NO	$25k for 15.00%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
7	23	2016-04-08	5.42	pridebites pet products	YES	YES	$200k for 10%	$200k for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner and Robert Herjavec
7	23	2016-04-08	5.42	trobo	YES	YES	$100k for 10%	$166k for 33%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
7	24	2016-04-15	5.63	frends	NO	NO	$1 million for 7.60%	NA	Mark Cuban, Ashton Kutcher, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
7	24	2016-04-15	5.63	petnostics	YES	YES	$300k for 10%	$300k for 20%	Mark Cuban, Ashton Kutcher, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner and Kevin O'Leary
7	24	2016-04-15	5.63	popslate	NO	NO	$500K for 5%	NA	Mark Cuban, Ashton Kutcher, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
7	24	2016-04-15	5.63	slyde handboards	YES	YES	$200K for 15.00%	$200K for 22%	Mark Cuban, Ashton Kutcher, Kevin O'Leary, Lori Greiner, Robert Herjavec	Ashton Kutcher and Mark Cuban
7	25	2016-04-22	5.4	drip drop	YES	YES	$50K for 20%	$50K for 33.3%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Barbara Corcoran
7	25	2016-04-22	5.4	inchbug	NO	NO	$400K for 10%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
7	25	2016-04-22	5.4	jarrett & raja productions	NO	NO	$750K  40%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
7	25	2016-04-22	5.4	kidrunner	NO	NO	$500K for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
7	26	2016-04-29	5.76	brellabox	NO	NO	$400K for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Chris Sacca	NA
7	26	2016-04-29	5.76	brightwheel	YES	YES	$400K for 4%	$600K for 6.67%	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Chris Sacca	Chris Sacca and Mark Cuban
7	26	2016-04-29	5.76	fashiontap	NO	NO	$100K for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Chris Sacca	NA
7	26	2016-04-29	5.76	my fruity faces	NO	NO	$200K for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Chris Sacca	NA
7	27	2016-05-06	5.42	creaproducts	YES	YES	$200K for 10%	$75K for 22.5%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
7	27	2016-05-06	5.42	dollop gourmet	YES	YES	$75K for 20%	$75K for 25%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Barbara Corcoran
7	27	2016-05-06	5.42	the spooner	YES	YES	$400K for 16%	$400K for 16%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban and Barbara Corcoran
7	27	2016-05-06	5.42	yourself expression	NO	NO	$50K for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
7	28	2016-05-13	5.3	camp no counselors	NO	NO	$300K for 7.5%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
7	28	2016-05-13	5.3	extreme vehicle protection	YES	YES	$50K for 20%	$50K for 33%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
7	28	2016-05-13	5.3	gladiator lacrosse	NO	NO	$100K for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
7	28	2016-05-13	5.3	vpcabs	YES	YES	$200K for 10%	$200K for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
7	29	2016-05-20	5.47	felt	YES	YES	$200K for 6%	$225K for 10%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
7	29	2016-05-20	5.47	pavlok	NO	NO	$500K for 3.14%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
7	29	2016-05-20	5.47	pete & pedro	YES	YES	$100K for 10%	$100K for 10%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Barbara Corcoran
7	29	2016-05-20	5.47	pms bites	NO	NO	$50K for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	1	2016-09-23	4.98	fizzics	YES	YES	$500K for 4%	$2MM for 16.67%	Mark Cuban, Daymond John, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban and Lori Greiner
8	1	2016-09-23	4.98	islide	NO	NO	$500K for 5%	NA	Mark Cuban, Daymond John, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	1	2016-09-23	4.98	rethink	YES	YES	$100K for 20%	$100$ for 20%	Mark Cuban, Daymond John, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban and Lori Greiner
8	1	2016-09-23	4.98	spoonful of comfort	NO	NO	$400K for 10%	NA	Mark Cuban, Daymond John, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	2	2016-09-30	5.02	goodhangups	YES	YES	$100K for 10%	$100$ for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
8	2	2016-09-30	5.02	ice age meals	NO	NO	$1000K for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	2	2016-09-30	5.02	tactibite fish call	YES	YES	$150K for 10%	$150K for 10%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
8	2	2016-09-30	5.02	the lapel project	YES	YES	$150K for 20%	$150K for 30%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
8	3	2016-10-07	4.86	night runner 270	YES	YES	$350K for 10%	$250K for 15%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
8	3	2016-10-07	4.86	raising wild	YES	YES	$100K for 20%	$100K for 51%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Barbara Corcoran
8	3	2016-10-07	4.86	tekdry	YES	YES	$500K for 5%	$500K for 13%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
8	3	2016-10-07	4.86	the cookie kahuna	NO	NO	$50K for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	4	2016-10-14	5.19	angels and tomboys	YES	YES	$55k for 20%	$60K for 33.3%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John and Mark Cuban
8	4	2016-10-14	5.19	atlantic candy company	NO	NO	$1000K for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	4	2016-10-14	5.19	biem	YES	YES	$500K for 5%	$500K for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
8	4	2016-10-14	5.19	solemates	YES	YES	$500K for 10%	$500K for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
8	5	2016-10-21	5.42	parker maple	NO	NO	$200K for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	5	2016-10-21	5.42	safegrabs	YES	YES	$75K for 12%	$75K for 25%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
8	5	2016-10-21	5.42	sandilake clothing	NO	NO	$100K for 10%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	5	2016-10-21	5.42	silidog	YES	YES	$100K for 15%	$100K for 30%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
8	6	2016-10-28	4.41	joyce's lulu bang	NO	NO	$150K for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	6	2016-10-28	4.41	potato parcel	YES	YES	$50K for 10%	$50K for 10%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
8	6	2016-10-28	4.41	sunscreenr	YES	YES	$800K for 10%	$800K for 33.3%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
8	6	2016-10-28	4.41	unpack	NO	NO	$500K for 40%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	7	2016-11-04	5.22	#besomebody	NO	NO	$1000K for 10%	NA	Mark Cuban, Daymond John, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	7	2016-11-04	5.22	eco flower	YES	YES	$400K for 10%	$400K for 20%	Mark Cuban, Daymond John, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
8	7	2016-11-04	5.22	safe catch	NO	NO	$600K for 3%	NA	Mark Cuban, Daymond John, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	7	2016-11-04	5.22	the style club	YES	YES	$500K for 20%	$500K for 22%	Mark Cuban, Daymond John, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
8	8	2016-11-11	5.43	chi'lantro bbq	YES	YES	$600K for 15%	$600K for 20%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Chris Sacca	Barbara Corcoran
8	8	2016-11-11	5.43	jack's stands & marketplaces	YES	YES	$50K for 10%	$50K for 2%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Chris Sacca	Chris Sacca
8	8	2016-11-11	5.43	milk snob	YES	YES	NA	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Chris Sacca	NA
8	8	2016-11-11	5.43	toor	YES	YES	NA	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Chris Sacca	NA
8	9	2016-11-18	5.19	barbell apparel	NO	NO	$500K for 5%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	9	2016-11-18	5.19	energybits	NO	NO	$500K for 5%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	9	2016-11-18	5.19	line cutterz	YES	YES	$120K for 20%	$120K for 33%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
8	9	2016-11-18	5.19	pupbox	YES	YES	$250K for 10%	$250K for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
8	10	2016-12-02	5.2	inboard technology	YES	YES	$750K for 4%	$750K for 5%	Mark Cuban, Robert Herjavec, Kevin O'Leary, Lori Greiner, Chris Sacca	Kevin O'Leary & Lori Greiner
8	10	2016-12-02	5.2	nomiku	YES	YES	$250K for 5%	$250K for 10%	Mark Cuban, Robert Herjavec, Kevin O'Leary, Lori Greiner, Chris Sacca	Chris Sacca
8	10	2016-12-02	5.2	nootrobox	NO	NO	$2million for 5%	NA	Mark Cuban, Robert Herjavec, Kevin O'Leary, Lori Greiner, Chris Sacca	NA
8	10	2016-12-02	5.2	petplate	NO	NO	$100K for 10%	NA	Mark Cuban, Robert Herjavec, Kevin O'Leary, Lori Greiner, Chris Sacca	NA
8	11	2016-12-09	4.91	digiwrap	YES	YES	$150K for 10%	$150K for 20%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
8	11	2016-12-09	4.91	hand out gloves	YES	YES	$300K for 20%	$300K for 25%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Barbara Corcoran
8	11	2016-12-09	4.91	polyglide synthetic ice	NO	NO	$150K for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	11	2016-12-09	4.91	sealed by santa	YES	YES	$150K for 20%	$150K for 22.5%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
8	12	2017-01-06	5.78	basic outfitters	NO	NO	$125K for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	12	2017-01-06	5.78	naturally perfect dolls	YES	YES	$200K for 20%	$200K for 33.3%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
8	12	2017-01-06	5.78	pdx pet design	NO	NO	$300K for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	12	2017-01-06	5.78	victory coffees	NO	NO	$250K for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	13	2017-01-13	5.86	grease bags	YES	YES	$75K for 25%	$75K for 50%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Barbara Corcoran
8	13	2017-01-13	5.86	mama's milkbox	NO	NO	$200K for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	13	2017-01-13	5.86	nicepipes apparel	NO	NO	$100K for 10%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	13	2017-01-13	5.86	pinblock	YES	YES	$100K for 20%	$100K for 50%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
8	14	2017-01-27	5.97	chirps	YES	YES	$100K for 7%	$100K for 15%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Chris Sacca	Mark Cuban
8	14	2017-01-27	5.97	getaway	NO	NO	$500k for 5%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Chris Sacca	NA
8	14	2017-01-27	5.97	pop-up play	YES	YES	$250K for 6%	$250K for 6%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Chris Sacca	Chris Sacca
8	14	2017-01-27	5.97	vibes	NO	NO	$100K for 20%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Chris Sacca	NA
8	15	2017-02-03	5.68	dbest products	YES	YES	$350K for 5%	$350K for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban & Lori Greiner
8	15	2017-02-03	5.68	little nomad	NO	NO	$80K  for 15%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	15	2017-02-03	5.68	rinsekit	YES	YES	$250K for 5%	$250K for 7.5%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
8	15	2017-02-03	5.68	the kooler	YES	YES	$50k for 15%	$50k for 33.3%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
8	16	2017-02-10	5.81	doc spartan	YES	YES	$75K for 15%	$75K for 25%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
8	16	2017-02-10	5.81	f.f.t.o.b.	YES	YES	$250K for 33%	$250K for 50%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
8	16	2017-02-10	5.81	peaceful fruits	NO	NO	$75K for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	16	2017-02-10	5.81	tranquilo	YES	YES	$100K for 10%	$200K for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
8	17	2017-02-17	5.22	bitsbox	NO	NO	$250K for 3%	NA	Mark Cuban, Robert Herjavec, Kevin O'Leary, Lori Greiner, Chris Sacca	NA
8	17	2017-02-17	5.22	edn wallgarden	NO	NO	$150K for 10%	NA	Mark Cuban, Robert Herjavec, Kevin O'Leary, Lori Greiner, Chris Sacca	NA
8	17	2017-02-17	5.22	hotels by day	NO	NO	$750K for 10%	NA	Mark Cuban, Robert Herjavec, Kevin O'Leary, Lori Greiner, Chris Sacca	NA
8	17	2017-02-17	5.22	toymail	YES	YES	$250K for 2.5%	$600K for 5%	Mark Cuban, Robert Herjavec, Kevin O'Leary, Lori Greiner, Chris Sacca	Lori Greiner & Chris Sacca
8	18	2017-02-24	5.86	dartdrones	YES	YES	$300K for 10%	$300K for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
8	18	2017-02-24	5.86	ora organic	NO	NO	$375K for 5%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	18	2017-02-24	5.86	sand cloud	YES	YES	$200K for 8%	$200K for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
8	18	2017-02-24	5.86	the elephant pants	YES	YES	$500K for 10%	$500K for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
8	19	2017-03-03	6.08	blendtique wine company	YES	YES	$250K for 10%	$250K for 10%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
8	19	2017-03-03	6.08	mealenders	NO	NO	$350K for 8%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	19	2017-03-03	6.08	rareform	YES	YES	$300K for 10%	$300K for 8%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
8	19	2017-03-03	6.08	the sleep styler	YES	YES	$75K for 20%	$75K for 30%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
8	20	2017-04-07	4.88	apollo peak	YES	YES	$100K for 10%	$100K for 20%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
8	20	2017-04-07	4.88	cropsticks	NO	NO	$75K for 12.5%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	20	2017-04-07	4.88	seedsheet	YES	YES	$500K for 10%	$500K for 22%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
8	20	2017-04-07	4.88	under the weather	YES	YES	$600K for 10%	$600K for 10%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
8	21	2017-04-14	4.38	flag	NO	NO	$375K for 5%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Chris Sacca	NA
8	21	2017-04-14	4.38	guard llama	YES	YES	$100K for 5%	$100K for 18%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Chris Sacca	Barbara Corcoran
8	21	2017-04-14	4.38	guardian bikes	YES	YES	$500k for 10%	$500k for 15%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Chris Sacca	Mark Cuban
8	21	2017-04-14	4.38	validated	NO	NO	$250K for 8%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Chris Sacca	NA
8	22	2017-04-21	4.58	bootyqueen apparel	YES	YES	$250K for 20%	$250K for 33.3%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Daymond John
8	22	2017-04-21	4.58	goverre	YES	YES	$200K for 13%	$200K for 33.3%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec, Mark Cuban & Lori Greiner
8	22	2017-04-21	4.58	loctote industrial bag co.	YES	YES	$150K for 5%	$150K for 10%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
8	22	2017-04-21	4.58	see rescue streamer	NO	NO	$200K for 20%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	23	2017-05-05	4.4	peoples design	YES	YES	$75K for 25%	$75K for 33.3%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Lori Greiner
8	23	2017-05-05	4.4	rumi spice	YES	YES	$250K for 5%	$250K for 15%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Mark Cuban
8	23	2017-05-05	4.4	thompson tee	YES	YES	$700K for 7%	$700K for 18%	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	Robert Herjavec
8	23	2017-05-05	4.4	wallet buckle	NO	NO	$500K for 10%	NA	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	24	2017-05-12	4.01	bridal buddy	YES	YES	$75K for 10%	$75K for 40%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary & Lori Greiner
8	24	2017-05-12	4.01	laid brand	NO	NO	$30K for 30%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	24	2017-05-12	4.01	rocketbook	NO	NO	$400K for 10%	NA	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	NA
8	24	2017-05-12	4.01	wine & design	YES	YES	$500K for 10%	$500K for 10%	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec	Kevin O'Leary
